country,day,domestic_flights,international_departures,international_arrivals,total_flights
Antigua and Barbuda,2020-02-19,,0.0,1.0,
Antigua and Barbuda,2020-02-20,,2.0,4.0,
Antigua and Barbuda,2020-02-21,,1.0,4.0,
Antigua and Barbuda,2020-02-24,,1.0,2.0,
Antigua and Barbuda,2020-02-26,,0.0,5.0,
Antigua and Barbuda,2020-02-28,,1.0,2.0,
Antigua and Barbuda,2020-02-29,,0.0,4.0,
Antigua and Barbuda,2020-03-01,,0.0,1.0,
Antigua and Barbuda,2020-03-02,,0.0,5.0,
Antigua and Barbuda,2020-03-07,,0.0,2.0,
Antigua and Barbuda,2020-03-08,,1.0,2.0,
Antigua and Barbuda,2020-03-09,,1.0,0.0,
Antigua and Barbuda,2020-03-10,,1.0,1.0,
Antigua and Barbuda,2020-03-14,,0.0,1.0,
Antigua and Barbuda,2020-03-15,,0.0,0.0,
Antigua and Barbuda,2020-03-16,,0.0,2.0,
Antigua and Barbuda,2020-03-19,,0.0,4.0,
Antigua and Barbuda,2020-03-20,,0.0,1.0,
Antigua and Barbuda,2020-03-21,,0.0,5.0,
Antigua and Barbuda,2020-03-23,,0.0,0.0,
Antigua and Barbuda,2020-03-24,,0.0,3.0,
Antigua and Barbuda,2020-03-27,,0.0,3.0,
Antigua and Barbuda,2020-03-28,,0.0,1.0,
Antigua and Barbuda,2020-03-30,,0.0,0.0,
Antigua and Barbuda,2020-04-01,,0.0,3.0,
Antigua and Barbuda,2020-04-03,,2.0,1.0,
Antigua and Barbuda,2020-04-05,,0.0,0.0,
Antigua and Barbuda,2020-04-07,,1.0,1.0,
Antigua and Barbuda,2020-04-10,,1.0,1.0,
Antigua and Barbuda,2020-04-12,,1.0,0.0,
Antigua and Barbuda,2020-04-13,,0.0,1.0,
Antigua and Barbuda,2020-04-14,,0.0,3.0,
Antigua and Barbuda,2020-04-17,,2.0,0.0,
Antigua and Barbuda,2020-04-19,,0.0,0.0,
Antigua and Barbuda,2020-04-20,,0.0,1.0,
Antigua and Barbuda,2020-04-21,,1.0,2.0,
Antigua and Barbuda,2020-04-22,,0.0,3.0,
Antigua and Barbuda,2020-04-23,,0.0,4.0,
Antigua and Barbuda,2020-04-28,,2.0,3.0,
Antigua and Barbuda,2020-04-29,,2.0,0.0,
Antigua and Barbuda,2020-04-30,,0.0,4.0,
Argentina,2020-02-02,,16.0,2.0,
Argentina,2020-03-01,,15.0,3.0,
Argentina,2020-03-14,,2.0,3.0,
Argentina,2020-03-20,,27.0,34.0,
Argentina,2020-03-21,,30.0,32.0,
Argentina,2020-03-22,,9.0,5.0,
Argentina,2020-03-26,,5.0,6.0,
Argentina,2020-03-31,,4.0,3.0,
Argentina,2020-04-12,,0.0,0.0,
Argentina,2020-04-19,,5.0,2.0,
Argentina,2020-04-20,,8.0,6.0,
Argentina,2020-04-25,,4.0,4.0,
Argentina,2020-04-26,,7.0,2.0,
Argentina,2020-04-28,,5.0,4.0,
Armenia,2020-02-02,,21.0,22.0,
Armenia,2020-02-03,,24.0,22.0,
Armenia,2020-02-05,,18.0,18.0,
Armenia,2020-02-06,,13.0,8.0,
Armenia,2020-02-07,,7.0,6.0,
Armenia,2020-02-10,,21.0,20.0,
Armenia,2020-02-12,,17.0,16.0,
Armenia,2020-02-13,,19.0,15.0,
Armenia,2020-02-14,,22.0,20.0,
Armenia,2020-02-15,,22.0,20.0,
Armenia,2020-02-16,,15.0,13.0,
Armenia,2020-02-20,,20.0,18.0,
Armenia,2020-02-22,,22.0,21.0,
Armenia,2020-02-23,,25.0,22.0,
Armenia,2020-02-25,,19.0,20.0,
Armenia,2020-02-26,,23.0,21.0,
Armenia,2020-02-27,,17.0,15.0,
Armenia,2020-02-28,,21.0,20.0,
Armenia,2020-02-29,,19.0,18.0,
Armenia,2020-03-01,,12.0,17.0,
Armenia,2020-03-02,,22.0,21.0,
Armenia,2020-03-05,,19.0,16.0,
Armenia,2020-03-06,,19.0,17.0,
Armenia,2020-03-07,,9.0,4.0,
Armenia,2020-03-08,,11.0,17.0,
Armenia,2020-03-09,,28.0,22.0,
Armenia,2020-03-10,,22.0,22.0,
Armenia,2020-03-13,,23.0,21.0,
Armenia,2020-03-14,,20.0,20.0,
Armenia,2020-03-15,,20.0,17.0,
Armenia,2020-03-16,,23.0,17.0,
Armenia,2020-03-18,,17.0,14.0,
Armenia,2020-03-19,,9.0,6.0,
Armenia,2020-03-21,,5.0,5.0,
Armenia,2020-03-23,,5.0,4.0,
Armenia,2020-03-24,,5.0,4.0,
Armenia,2020-03-25,,6.0,4.0,
Armenia,2020-03-26,,5.0,5.0,
Armenia,2020-03-27,,5.0,3.0,
Armenia,2020-03-28,,5.0,5.0,
Armenia,2020-03-29,,4.0,4.0,
Armenia,2020-03-30,,5.0,2.0,
Armenia,2020-03-31,,1.0,2.0,
Armenia,2020-04-01,,2.0,2.0,
Armenia,2020-04-02,,1.0,1.0,
Armenia,2020-04-03,,2.0,1.0,
Armenia,2020-04-04,,1.0,1.0,
Armenia,2020-04-05,,1.0,2.0,
Armenia,2020-04-06,,2.0,2.0,
Armenia,2020-04-07,,2.0,1.0,
Armenia,2020-04-08,,1.0,1.0,
Armenia,2020-04-10,,1.0,2.0,
Armenia,2020-04-11,,1.0,,
Armenia,2020-04-12,,2.0,3.0,
Armenia,2020-04-13,,2.0,2.0,
Armenia,2020-04-14,,1.0,0.0,
Armenia,2020-04-15,,1.0,2.0,
Armenia,2020-04-16,,1.0,3.0,
Armenia,2020-04-17,,2.0,2.0,
Armenia,2020-04-18,,2.0,,
Armenia,2020-04-19,,2.0,,
Armenia,2020-04-20,,2.0,2.0,
Armenia,2020-04-21,,1.0,1.0,
Armenia,2020-04-22,,2.0,2.0,
Armenia,2020-04-23,,4.0,3.0,
Armenia,2020-04-24,,2.0,2.0,
Armenia,2020-04-25,,1.0,1.0,
Armenia,2020-04-26,,1.0,1.0,
Armenia,2020-04-27,,3.0,4.0,
Armenia,2020-04-28,,4.0,4.0,
Armenia,2020-04-29,,3.0,,
Aruba,2020-02-01,,0.0,2.0,
Aruba,2020-02-04,,2.0,1.0,
Aruba,2020-02-06,,2.0,2.0,
Aruba,2020-02-07,,1.0,2.0,
Aruba,2020-02-10,,3.0,0.0,
Aruba,2020-02-12,,4.0,3.0,
Aruba,2020-02-13,,1.0,2.0,
Aruba,2020-02-19,,2.0,3.0,
Aruba,2020-02-20,,2.0,4.0,
Aruba,2020-02-24,,4.0,2.0,
Aruba,2020-02-26,,2.0,4.0,
Aruba,2020-02-28,,0.0,2.0,
Aruba,2020-03-02,,1.0,0.0,
Aruba,2020-03-03,,0.0,,
Aruba,2020-03-10,,0.0,1.0,
Aruba,2020-03-12,,0.0,0.0,
Aruba,2020-03-14,,1.0,0.0,
Aruba,2020-03-15,,0.0,1.0,
Aruba,2020-03-20,,1.0,1.0,
Aruba,2020-03-24,,1.0,1.0,
Aruba,2020-03-28,,0.0,0.0,
Aruba,2020-03-31,,0.0,3.0,
Aruba,2020-04-01,,0.0,1.0,
Aruba,2020-04-03,,0.0,1.0,
Aruba,2020-04-14,,1.0,1.0,
Aruba,2020-04-18,,0.0,1.0,
Aruba,2020-04-26,,0.0,1.0,
Aruba,2020-04-29,,0.0,0.0,
Aruba,2020-04-30,,1.0,1.0,
Austria,2020-04-19,,10.0,9.0,
Azerbaijan,2020-03-09,,1.0,3.0,
Azerbaijan,2020-03-10,,13.0,4.0,
Azerbaijan,2020-03-27,,1.0,1.0,
Bahamas,2020-02-02,,1.0,2.0,
Bahamas,2020-02-06,,2.0,4.0,
Bahamas,2020-02-07,,0.0,4.0,
Bahamas,2020-02-08,,0.0,3.0,
Bahamas,2020-02-09,,0.0,3.0,
Bahamas,2020-02-11,,0.0,4.0,
Bahamas,2020-02-12,,0.0,5.0,
Bahamas,2020-02-13,,0.0,3.0,
Bahamas,2020-02-14,,0.0,0.0,
Bahamas,2020-02-15,,0.0,1.0,
Bahamas,2020-02-16,,1.0,0.0,
Bahamas,2020-02-17,,2.0,3.0,
Bahamas,2020-02-18,,1.0,3.0,
Bahamas,2020-02-19,,1.0,2.0,
Bahamas,2020-02-22,,1.0,4.0,
Bahamas,2020-02-23,,0.0,4.0,
Bahamas,2020-02-25,,0.0,7.0,
Bahamas,2020-02-26,,0.0,4.0,
Bahamas,2020-02-27,,0.0,5.0,
Bahamas,2020-02-28,,0.0,1.0,
Bahamas,2020-02-29,,0.0,3.0,
Bahamas,2020-03-01,,1.0,4.0,
Bahamas,2020-03-07,,3.0,1.0,
Bahamas,2020-03-10,,1.0,18.0,
Bahamas,2020-03-12,,1.0,2.0,
Bahamas,2020-03-13,,0.0,14.0,
Bahamas,2020-03-15,,3.0,1.0,
Bahamas,2020-03-16,,1.0,19.0,
Bahamas,2020-03-17,,1.0,6.0,
Bahamas,2020-03-18,,5.0,1.0,
Bahamas,2020-03-20,,0.0,14.0,
Bahamas,2020-03-22,,0.0,,
Bahamas,2020-03-23,,1.0,8.0,
Bahamas,2020-03-24,,1.0,,
Bahamas,2020-03-26,,0.0,10.0,
Bahamas,2020-03-28,,1.0,1.0,
Bahamas,2020-03-30,,0.0,13.0,
Bahamas,2020-04-02,,1.0,3.0,
Bahamas,2020-04-03,,0.0,6.0,
Bahamas,2020-04-06,,0.0,0.0,
Bahamas,2020-04-07,,0.0,4.0,
Bahamas,2020-04-08,,0.0,13.0,
Bahamas,2020-04-09,,0.0,11.0,
Bahamas,2020-04-12,,0.0,5.0,
Bahamas,2020-04-13,,0.0,3.0,
Bahamas,2020-04-14,,0.0,5.0,
Bahamas,2020-04-15,,0.0,13.0,
Bahamas,2020-04-19,,0.0,3.0,
Bahamas,2020-04-26,,0.0,0.0,
Bahamas,2020-04-27,,0.0,1.0,
Bahrain,2020-02-15,,41.0,48.0,
Bahrain,2020-02-16,,48.0,43.0,
Bahrain,2020-02-17,,45.0,49.0,
Bahrain,2020-02-19,,54.0,50.0,
Bahrain,2020-03-19,,15.0,18.0,
Bahrain,2020-03-21,,18.0,18.0,
Bahrain,2020-03-24,,7.0,15.0,
Bahrain,2020-03-25,,12.0,8.0,
Bahrain,2020-03-27,,8.0,7.0,
Bahrain,2020-03-31,,12.0,11.0,
Bahrain,2020-04-03,,11.0,9.0,
Bahrain,2020-04-08,,16.0,15.0,
Bahrain,2020-04-11,,14.0,12.0,
Bahrain,2020-04-18,,19.0,17.0,
Bahrain,2020-04-24,,11.0,14.0,
Bangladesh,2020-02-02,,0.0,6.0,
Bangladesh,2020-02-03,,2.0,19.0,
Bangladesh,2020-02-05,,18.0,22.0,
Bangladesh,2020-02-07,,18.0,28.0,
Bangladesh,2020-02-14,,16.0,32.0,
Bangladesh,2020-02-20,,12.0,31.0,
Bangladesh,2020-02-21,,18.0,34.0,
Bangladesh,2020-02-22,,27.0,32.0,
Bangladesh,2020-02-27,,17.0,39.0,
Bangladesh,2020-02-28,,25.0,32.0,
Bangladesh,2020-02-29,,23.0,34.0,
Bangladesh,2020-03-03,,12.0,26.0,
Bangladesh,2020-03-07,,13.0,24.0,
Bangladesh,2020-03-13,,22.0,41.0,
Bangladesh,2020-03-15,,12.0,18.0,
Bangladesh,2020-03-17,,21.0,26.0,
Bangladesh,2020-03-20,,17.0,19.0,
Bangladesh,2020-03-21,,12.0,14.0,
Bangladesh,2020-03-23,,3.0,8.0,
Bangladesh,2020-03-26,,2.0,1.0,
Bangladesh,2020-03-28,,1.0,5.0,
Bangladesh,2020-03-29,,0.0,1.0,
Bangladesh,2020-04-04,,0.0,3.0,
Bangladesh,2020-04-08,,0.0,2.0,
Bangladesh,2020-04-09,,2.0,2.0,
Bangladesh,2020-04-10,,2.0,0.0,
Bangladesh,2020-04-13,,2.0,,
Bangladesh,2020-04-14,,1.0,2.0,
Bangladesh,2020-04-15,,0.0,0.0,
Bangladesh,2020-04-17,,0.0,1.0,
Bangladesh,2020-04-24,,2.0,1.0,
Bangladesh,2020-04-26,,2.0,1.0,
Bangladesh,2020-04-28,,1.0,5.0,
Barbados,2020-02-01,,12.0,26.0,
Barbados,2020-02-02,,18.0,17.0,
Barbados,2020-02-03,,13.0,22.0,
Barbados,2020-02-04,,16.0,13.0,
Barbados,2020-02-05,,10.0,10.0,
Barbados,2020-02-06,,9.0,15.0,
Barbados,2020-02-07,,13.0,15.0,
Barbados,2020-02-08,,12.0,24.0,
Barbados,2020-02-09,,16.0,16.0,
Barbados,2020-02-10,,9.0,14.0,
Barbados,2020-02-11,,13.0,11.0,
Barbados,2020-02-13,,11.0,21.0,
Barbados,2020-02-14,,12.0,24.0,
Barbados,2020-02-15,,9.0,23.0,
Barbados,2020-02-16,,16.0,17.0,
Barbados,2020-02-17,,13.0,23.0,
Barbados,2020-02-18,,10.0,15.0,
Barbados,2020-02-19,,16.0,16.0,
Barbados,2020-02-20,,11.0,17.0,
Barbados,2020-02-21,,14.0,24.0,
Barbados,2020-02-22,,13.0,26.0,
Barbados,2020-02-23,,16.0,16.0,
Barbados,2020-02-24,,13.0,18.0,
Barbados,2020-02-25,,14.0,15.0,
Barbados,2020-02-26,,13.0,14.0,
Barbados,2020-02-28,,12.0,21.0,
Barbados,2020-02-29,,16.0,23.0,
Barbados,2020-03-02,,12.0,20.0,
Barbados,2020-03-04,,14.0,16.0,
Barbados,2020-03-05,,9.0,17.0,
Barbados,2020-03-06,,17.0,22.0,
Barbados,2020-03-07,,13.0,25.0,
Barbados,2020-03-08,,14.0,20.0,
Barbados,2020-03-09,,18.0,17.0,
Barbados,2020-03-10,,10.0,17.0,
Barbados,2020-03-11,,16.0,14.0,
Barbados,2020-03-12,,10.0,25.0,
Barbados,2020-03-13,,13.0,23.0,
Barbados,2020-03-14,,11.0,21.0,
Barbados,2020-03-15,,16.0,20.0,
Barbados,2020-03-16,,14.0,24.0,
Barbados,2020-03-17,,15.0,25.0,
Barbados,2020-03-18,,15.0,22.0,
Barbados,2020-03-19,,18.0,19.0,
Barbados,2020-03-20,,18.0,26.0,
Barbados,2020-03-21,,10.0,26.0,
Barbados,2020-03-22,,13.0,11.0,
Barbados,2020-03-23,,7.0,11.0,
Barbados,2020-03-24,,6.0,7.0,
Barbados,2020-03-25,,4.0,7.0,
Barbados,2020-03-26,,4.0,9.0,
Barbados,2020-03-28,,5.0,6.0,
Barbados,2020-03-29,,3.0,,
Barbados,2020-03-30,,1.0,1.0,
Barbados,2020-04-01,,1.0,1.0,
Barbados,2020-04-02,,1.0,0.0,
Barbados,2020-04-03,,1.0,4.0,
Barbados,2020-04-09,,1.0,0.0,
Barbados,2020-04-14,,1.0,,
Barbados,2020-04-22,,0.0,,
Belarus,2020-02-07,,49.0,49.0,
Belarus,2020-02-08,,46.0,39.0,
Belarus,2020-02-14,,52.0,50.0,
Belarus,2020-02-15,,47.0,41.0,
Belarus,2020-02-20,,49.0,47.0,
Belarus,2020-02-24,,47.0,39.0,
Belarus,2020-02-28,,48.0,47.0,
Belarus,2020-03-06,,47.0,44.0,
Belarus,2020-03-10,,38.0,38.0,
Belarus,2020-03-11,,42.0,43.0,
Belarus,2020-03-14,,37.0,37.0,
Belarus,2020-03-15,,47.0,39.0,
Belarus,2020-03-17,,27.0,29.0,
Belarus,2020-03-18,,30.0,28.0,
Belarus,2020-03-19,,26.0,24.0,
Belarus,2020-03-20,,31.0,30.0,
Belarus,2020-03-21,,23.0,21.0,
Belarus,2020-03-22,,29.0,27.0,
Belarus,2020-03-23,,16.0,18.0,
Belarus,2020-03-24,,12.0,11.0,
Belarus,2020-03-25,,15.0,16.0,
Belarus,2020-03-26,,19.0,15.0,
Belarus,2020-03-27,,20.0,21.0,
Belarus,2020-03-28,,15.0,14.0,
Belarus,2020-03-29,,19.0,23.0,
Belarus,2020-03-30,,13.0,13.0,
Belarus,2020-03-31,,5.0,4.0,
Belarus,2020-04-01,,10.0,9.0,
Belarus,2020-04-03,,11.0,11.0,
Belarus,2020-04-04,,10.0,6.0,
Belarus,2020-04-05,,9.0,9.0,
Belarus,2020-04-06,,8.0,9.0,
Belarus,2020-04-07,,3.0,2.0,
Belarus,2020-04-08,,9.0,11.0,
Belarus,2020-04-09,,5.0,4.0,
Belarus,2020-04-11,,3.0,5.0,
Belarus,2020-04-12,,10.0,8.0,
Belarus,2020-04-13,,6.0,7.0,
Belarus,2020-04-14,,4.0,4.0,
Belarus,2020-04-15,,9.0,7.0,
Belarus,2020-04-16,,1.0,2.0,
Belarus,2020-04-17,,10.0,9.0,
Belarus,2020-04-18,,6.0,7.0,
Belarus,2020-04-19,,9.0,9.0,
Belarus,2020-04-20,,7.0,6.0,
Belarus,2020-04-21,,3.0,4.0,
Belarus,2020-04-22,,6.0,3.0,
Belarus,2020-04-23,,6.0,10.0,
Belarus,2020-04-24,,11.0,9.0,
Belarus,2020-04-25,,7.0,7.0,
Belarus,2020-04-26,,12.0,10.0,
Belarus,2020-04-27,,7.0,7.0,
Belarus,2020-04-28,,7.0,7.0,
Belarus,2020-04-29,,9.0,8.0,
Belarus,2020-04-30,,8.0,6.0,
Bermuda,2020-02-09,,7.0,56.0,
Bermuda,2020-03-22,,0.0,27.0,
Bermuda,2020-04-04,,1.0,4.0,
Bermuda,2020-04-12,,0.0,9.0,
Bermuda,2020-04-25,,2.0,1.0,
Bolivia,2020-02-01,,7.0,9.0,
Bolivia,2020-02-02,,4.0,2.0,
Bolivia,2020-02-03,,5.0,10.0,
Bolivia,2020-02-04,,7.0,7.0,
Bolivia,2020-02-05,,10.0,10.0,
Bolivia,2020-02-07,,1.0,2.0,
Bolivia,2020-02-08,,5.0,10.0,
Bolivia,2020-02-09,,10.0,9.0,
Bolivia,2020-02-11,,8.0,8.0,
Bolivia,2020-02-18,,7.0,7.0,
Bolivia,2020-03-27,,1.0,1.0,
Bolivia,2020-03-29,,1.0,2.0,
Bolivia,2020-03-31,,1.0,1.0,
Bolivia,2020-04-05,,2.0,1.0,
Bolivia,2020-04-12,,1.0,1.0,
Bolivia,2020-04-19,,1.0,2.0,
Bolivia,2020-04-29,,1.0,1.0,
Brunei,2020-02-03,,17.0,18.0,
Brunei,2020-02-04,,14.0,12.0,
Brunei,2020-02-06,,16.0,18.0,
Brunei,2020-02-08,,14.0,17.0,
Brunei,2020-02-10,,19.0,19.0,
Brunei,2020-02-13,,18.0,19.0,
Brunei,2020-02-14,,18.0,18.0,
Brunei,2020-02-15,,15.0,16.0,
Brunei,2020-02-17,,18.0,18.0,
Brunei,2020-02-18,,12.0,12.0,
Brunei,2020-02-20,,18.0,17.0,
Brunei,2020-02-24,,16.0,17.0,
Brunei,2020-02-25,,12.0,12.0,
Brunei,2020-02-27,,15.0,17.0,
Brunei,2020-02-28,,17.0,19.0,
Brunei,2020-02-29,,14.0,14.0,
Brunei,2020-03-02,,14.0,15.0,
Brunei,2020-03-05,,14.0,17.0,
Brunei,2020-03-08,,14.0,14.0,
Brunei,2020-03-09,,10.0,11.0,
Brunei,2020-03-10,,11.0,12.0,
Brunei,2020-03-11,,12.0,13.0,
Brunei,2020-03-12,,14.0,15.0,
Brunei,2020-03-13,,14.0,13.0,
Brunei,2020-03-14,,13.0,13.0,
Brunei,2020-03-16,,14.0,15.0,
Brunei,2020-03-17,,9.0,11.0,
Brunei,2020-03-18,,11.0,12.0,
Brunei,2020-03-19,,6.0,8.0,
Brunei,2020-03-20,,7.0,6.0,
Brunei,2020-03-22,,4.0,4.0,
Brunei,2020-03-23,,1.0,2.0,
Brunei,2020-03-24,,1.0,2.0,
Brunei,2020-03-26,,2.0,1.0,
Brunei,2020-03-27,,2.0,3.0,
Brunei,2020-03-28,,0.0,,
Brunei,2020-03-29,,1.0,2.0,
Brunei,2020-03-30,,1.0,,
Brunei,2020-03-31,,1.0,2.0,
Brunei,2020-04-01,,3.0,2.0,
Brunei,2020-04-02,,2.0,1.0,
Brunei,2020-04-03,,2.0,3.0,
Brunei,2020-04-06,,1.0,,
Brunei,2020-04-08,,3.0,3.0,
Brunei,2020-04-10,,1.0,4.0,
Brunei,2020-04-13,,1.0,,
Brunei,2020-04-14,,1.0,2.0,
Brunei,2020-04-15,,2.0,3.0,
Brunei,2020-04-16,,2.0,1.0,
Brunei,2020-04-17,,2.0,3.0,
Brunei,2020-04-20,,1.0,,
Brunei,2020-04-21,,1.0,2.0,
Brunei,2020-04-22,,3.0,3.0,
Brunei,2020-04-24,,2.0,3.0,
Brunei,2020-04-28,,1.0,2.0,
Brunei,2020-04-29,,1.0,1.0,
Brunei,2020-04-30,,2.0,1.0,
Bulgaria,2020-02-01,,3.0,5.0,
Bulgaria,2020-02-02,,6.0,6.0,
Bulgaria,2020-02-03,,4.0,3.0,
Bulgaria,2020-02-04,,1.0,2.0,
Bulgaria,2020-02-06,,4.0,1.0,
Bulgaria,2020-02-07,,4.0,3.0,
Bulgaria,2020-02-08,,4.0,3.0,
Bulgaria,2020-02-09,,4.0,1.0,
Bulgaria,2020-02-11,,4.0,4.0,
Bulgaria,2020-02-12,,2.0,5.0,
Bulgaria,2020-02-13,,7.0,3.0,
Bulgaria,2020-02-14,,2.0,,
Bulgaria,2020-02-15,,1.0,,
Bulgaria,2020-02-16,,5.0,2.0,
Bulgaria,2020-02-17,,3.0,2.0,
Bulgaria,2020-02-18,,3.0,,
Bulgaria,2020-02-19,,2.0,1.0,
Bulgaria,2020-02-20,,5.0,1.0,
Bulgaria,2020-02-21,,2.0,1.0,
Bulgaria,2020-02-22,,3.0,1.0,
Bulgaria,2020-02-23,,6.0,5.0,
Bulgaria,2020-02-24,,4.0,4.0,
Bulgaria,2020-02-25,,5.0,3.0,
Bulgaria,2020-02-26,,3.0,2.0,
Bulgaria,2020-02-27,,3.0,6.0,
Bulgaria,2020-02-28,,3.0,3.0,
Bulgaria,2020-02-29,,4.0,1.0,
Bulgaria,2020-03-01,,5.0,2.0,
Bulgaria,2020-03-02,,1.0,2.0,
Bulgaria,2020-03-03,,5.0,4.0,
Bulgaria,2020-03-04,,1.0,1.0,
Bulgaria,2020-03-05,,5.0,3.0,
Bulgaria,2020-03-06,,4.0,,
Bulgaria,2020-03-07,,3.0,2.0,
Bulgaria,2020-03-08,,7.0,2.0,
Bulgaria,2020-03-09,,2.0,1.0,
Bulgaria,2020-03-10,,2.0,3.0,
Bulgaria,2020-03-11,,1.0,3.0,
Bulgaria,2020-03-12,,6.0,0.0,
Bulgaria,2020-03-13,,4.0,1.0,
Bulgaria,2020-03-14,,4.0,1.0,
Bulgaria,2020-03-15,,5.0,1.0,
Bulgaria,2020-03-16,,1.0,1.0,
Bulgaria,2020-03-17,,1.0,,
Bulgaria,2020-03-18,,1.0,0.0,
Bulgaria,2020-03-19,,3.0,,
Bulgaria,2020-03-20,,1.0,,
Bulgaria,2020-03-21,,2.0,,
Bulgaria,2020-03-22,,3.0,,
Bulgaria,2020-03-23,,2.0,,
Bulgaria,2020-03-24,,4.0,0.0,
Bulgaria,2020-03-30,,1.0,2.0,
Bulgaria,2020-04-02,,1.0,,
Bulgaria,2020-04-03,,1.0,,
Bulgaria,2020-04-17,,1.0,1.0,
Bulgaria,2020-04-18,,1.0,1.0,
Bulgaria,2020-04-20,,1.0,,
Bulgaria,2020-04-30,,0.0,,
Cape Verde Islands,2020-02-01,,2.0,1.0,
Cape Verde Islands,2020-02-02,,1.0,1.0,
Cape Verde Islands,2020-02-03,,3.0,3.0,
Cape Verde Islands,2020-02-04,,2.0,1.0,
Cape Verde Islands,2020-02-06,,3.0,3.0,
Cape Verde Islands,2020-02-08,,1.0,,
Cape Verde Islands,2020-02-09,,5.0,3.0,
Cape Verde Islands,2020-02-10,,5.0,4.0,
Cape Verde Islands,2020-02-11,,1.0,1.0,
Cape Verde Islands,2020-02-13,,1.0,2.0,
Cape Verde Islands,2020-02-15,,2.0,,
Cape Verde Islands,2020-02-16,,1.0,1.0,
Cape Verde Islands,2020-02-17,,1.0,,
Cape Verde Islands,2020-02-18,,1.0,,
Cape Verde Islands,2020-02-19,,4.0,4.0,
Cape Verde Islands,2020-02-20,,3.0,3.0,
Cape Verde Islands,2020-02-21,,4.0,5.0,
Cape Verde Islands,2020-02-22,,1.0,3.0,
Cape Verde Islands,2020-02-23,,4.0,3.0,
Cape Verde Islands,2020-02-24,,1.0,1.0,
Cape Verde Islands,2020-02-25,,1.0,1.0,
Cape Verde Islands,2020-02-29,,4.0,4.0,
Cape Verde Islands,2020-03-01,,4.0,3.0,
Cape Verde Islands,2020-03-02,,3.0,2.0,
Cape Verde Islands,2020-03-03,,1.0,1.0,
Cape Verde Islands,2020-03-05,,1.0,2.0,
Cape Verde Islands,2020-03-06,,4.0,5.0,
Cape Verde Islands,2020-03-07,,1.0,1.0,
Cape Verde Islands,2020-03-08,,3.0,5.0,
Cape Verde Islands,2020-03-09,,3.0,3.0,
Cape Verde Islands,2020-03-13,,3.0,2.0,
Cape Verde Islands,2020-03-15,,3.0,2.0,
Cape Verde Islands,2020-03-16,,1.0,2.0,
Cape Verde Islands,2020-03-17,,1.0,2.0,
Cape Verde Islands,2020-03-18,,4.0,2.0,
Cape Verde Islands,2020-03-21,,1.0,7.0,
Cape Verde Islands,2020-03-22,,1.0,1.0,
Cape Verde Islands,2020-03-25,,1.0,3.0,
Cape Verde Islands,2020-03-28,,2.0,1.0,
Cape Verde Islands,2020-03-31,,1.0,1.0,
Cape Verde Islands,2020-04-03,,1.0,1.0,
Cape Verde Islands,2020-04-07,,0.0,0.0,
Cape Verde Islands,2020-04-08,,1.0,1.0,
Cape Verde Islands,2020-04-16,,0.0,0.0,
Cape Verde Islands,2020-04-17,,2.0,1.0,
Cape Verde Islands,2020-04-21,,0.0,,
Cape Verde Islands,2020-04-27,,0.0,,
Chile,2020-02-05,,3.0,10.0,
Chile,2020-02-10,,1.0,7.0,
Chile,2020-02-11,,1.0,5.0,
Chile,2020-02-18,,2.0,20.0,
Chile,2020-02-20,,1.0,31.0,
Chile,2020-03-03,,0.0,16.0,
Chile,2020-03-18,,62.0,85.0,
Chile,2020-03-23,,8.0,94.0,
Chile,2020-03-24,,20.0,82.0,
Chile,2020-04-23,,14.0,4.0,
Cook Islands,2020-02-05,,14.0,19.0,
Cook Islands,2020-02-06,,3.0,18.0,
Cook Islands,2020-02-25,,6.0,12.0,
Cook Islands,2020-02-27,,6.0,28.0,
Cook Islands,2020-03-03,,2.0,26.0,
Cook Islands,2020-03-22,,2.0,43.0,
Cook Islands,2020-03-23,,0.0,30.0,
Cook Islands,2020-04-25,,0.0,10.0,
Costa Rica,2020-02-17,,42.0,33.0,
Costa Rica,2020-02-20,,38.0,40.0,
Costa Rica,2020-02-26,,46.0,32.0,
Costa Rica,2020-03-17,,37.0,35.0,
Costa Rica,2020-03-21,,34.0,36.0,
Costa Rica,2020-03-23,,16.0,15.0,
Costa Rica,2020-03-25,,18.0,10.0,
Costa Rica,2020-03-26,,9.0,10.0,
Costa Rica,2020-03-27,,9.0,9.0,
Costa Rica,2020-03-28,,12.0,5.0,
Costa Rica,2020-03-29,,6.0,2.0,
Costa Rica,2020-03-30,,4.0,2.0,
Costa Rica,2020-03-31,,5.0,4.0,
Costa Rica,2020-04-01,,5.0,3.0,
Costa Rica,2020-04-03,,5.0,1.0,
Costa Rica,2020-04-05,,3.0,1.0,
Costa Rica,2020-04-06,,1.0,1.0,
Costa Rica,2020-04-07,,6.0,2.0,
Costa Rica,2020-04-08,,4.0,2.0,
Costa Rica,2020-04-09,,6.0,2.0,
Costa Rica,2020-04-10,,4.0,,
Costa Rica,2020-04-11,,0.0,0.0,
Costa Rica,2020-04-12,,3.0,1.0,
Costa Rica,2020-04-13,,1.0,1.0,
Costa Rica,2020-04-14,,3.0,0.0,
Costa Rica,2020-04-15,,4.0,1.0,
Costa Rica,2020-04-16,,4.0,3.0,
Costa Rica,2020-04-17,,5.0,1.0,
